-0.777862	-1.402700	-1.784817	-2.755699	-0.776947	-1.851477	-0.808955	-2.006084	-0.983527	-2.138857	-0.637987	-2.767264	-2.635734	-1.266936	-1.001637	-2.687660	-1.221529	-1.375710	-0.667129	-0.390242	-0.978308	-2.227347	-1.205703	-0.089776	-2.408163	-1.829874	-0.102611	-0.126384	-2.382709	-0.045203	-2.518864	-2.757783	-2.585914	-2.681407	-1.776843	-2.811533	-0.540986	-0.843690	-2.436112	-2.467740	-0.222747	-1.923314	-2.948899	-0.929158	-1.565596	-0.744764	-1.927193	-3.007368	-2.892344	-0.444456	-2.571932	-1.129187	-1.307600	-0.796210	-1.072012	-1.781846	-2.576640	-2.735813	-2.498028	-0.975396	-1.851696	-0.818184	-0.388847	-0.556799	-1.131368	-2.094323	-3.087319	-3.062858	-0.643730	-2.447995	-1.477849	-1.530964	-0.080273	-0.886206	-2.154485	-2.836492	-1.852436	-0.028146	-1.860878	-1.964325	-2.770601	-2.105926	-0.370690	-0.637416	-1.947124	-1.404224	-2.752555	-1.499770	-1.448423	-2.173343	-2.883557	-0.593024	-1.498402	-0.914737	-1.429556	-2.429953	-0.152253	-2.043426	-0.597563	-1.726635	
-2.945941	-0.550598	-1.300891	-2.419682	-2.922706	-0.837972	-0.426633	-0.333312	-2.510491	-0.259264	-1.469069	-1.261727	-1.405012	-0.711905	-2.101630	-1.884959	-2.732341	-0.589934	-2.561383	-0.825780	-0.125892	-1.009466	-1.952876	-1.606062	-2.950561	-3.119372	-1.261971	-0.184364	-0.850223	-0.580215	-1.391925	-0.664053	-2.666057	-0.678867	-2.399625	-1.145468	-0.113771	-1.630772	-0.368379	-2.246116	-1.009641	-2.058313	-0.861586	-0.920801	-2.287240	-3.057065	-2.075123	-0.373737	-1.900045	-2.618210	-2.432260	-0.903436	-2.655707	-2.215691	-0.210266	-1.491298	-0.477574	-0.459447	-3.035757	-2.499837	-2.609573	-1.325869	-3.057526	-1.259142	-2.975371	-2.803810	-1.830203	-0.379547	-0.570974	-2.963576	-0.817714	-0.280186	-0.323033	-0.062810	-0.116078	-2.598056	-0.752753	-2.639545	-1.518709	-1.740157	-1.427784	-2.102230	-2.246137	-0.877986	-3.085342	-1.925508	-1.477449	-2.069332	-3.135681	-1.812541	-1.959323	-1.755148	-0.086177	-1.190198	-2.144634	-0.911286	-1.031827	-1.452061	-0.111097	-1.260489	
-1.410048	-1.166175	-2.789436	-1.961461	-2.149698	-2.731306	-2.674620	-0.443809	-2.638747	-0.644213	-1.947917	-2.831039	-1.264501	-3.126884	-0.095496	-1.485649	-1.645167	-0.048172	-2.512357	-0.672068	-3.057813	-0.188589	-1.153513	-1.002077	-1.711370	-0.669764	-1.588660	-0.354965	-3.010642	-2.084721	-2.289555	-2.808529	-1.769921	-2.947378	-0.211173	-1.937023	-0.570356	-1.237553	-2.774615	-0.259867	-1.927313	-0.549100	-2.471153	-0.117146	-1.658264	-1.998430	-0.155139	-1.211669	-2.515652	-1.300029	-1.042638	-1.710159	-1.351732	-0.809550	-0.521675	-0.552352	-2.855004	-2.460059	-0.206578	-1.651847	-1.410832	-1.473494	-3.008686	-2.942235	-1.056944	-0.141376	-2.552404	-2.296350	-0.449579	-1.813151	-2.908561	-0.257489	-0.887667	-1.135244	-1.839195	-1.802379	-2.310346	-2.118614	-1.919065	-1.808644	-2.338777	-1.168739	-0.290047	-0.068239	-1.525950	-1.903455	-0.395157	-0.413273	-1.312619	-1.896314	-0.302758	-2.878508	-0.275793	-2.219947	-0.699616	-1.848394	-0.007803	-1.730839	-0.979103	-1.275414	
-0.694495	-1.298785	-1.508203	-1.830745	-3.077517	-2.000661	-0.811262	-0.265663	-1.059265	-1.074206	-0.907784	-2.991857	-3.058902	-0.946110	-2.579894	-0.426980	-1.509074	-1.991059	-2.844741	-2.955953	-2.704051	-2.918128	-2.733688	-0.405772	-2.689896	-2.128441	-2.663564	-1.679796	-1.578261	-0.158559	-1.648992	-2.852553	-0.068382	-0.858776	-1.083581	-1.818280	-2.470382	-1.104540	-2.059471	-1.841965	-0.853490	-1.271318	-1.948979	-2.163325	-2.190588	-0.505675	-0.694702	-2.719988	-0.478433	-0.228334	-0.910602	-1.448704	-1.415018	-0.052853	-0.475476	-1.769451	-1.457345	-2.248775	-2.810328	-2.801230	-2.153842	-0.195597	-1.280095	-2.072547	-2.944255	-2.920689	-2.872310	-1.597807	-0.351081	-2.199822	-1.615246	-2.193190	-2.778328	-2.415442	-0.377324	-2.760559	-1.232891	-0.669290	-2.085249	-2.565148	-1.718051	-1.923372	-0.690746	-0.114860	-0.812226	-0.491221	-2.016135	-1.864536	-0.637050	-0.121731	-1.081257	-0.506326	-0.836636	-0.871392	-0.318055	-0.475874	-2.475145	-2.552894	-0.218823	-1.600529	
-1.158501	-3.040659	-1.772623	-0.797208	-0.109444	-2.686689	-2.086556	-1.248764	-1.273662	-1.280735	-0.547904	-2.125229	-2.266939	-0.565871	-2.950626	-3.051416	-0.722745	-1.115044	-1.694670	-2.303605	-2.491153	-1.216252	-0.013168	-3.141226	-0.394793	-0.047355	-1.291453	-2.307599	-0.003992	-2.827483	-2.745269	-0.891635	-1.893268	-2.310921	-1.453825	-1.431282	-1.707483	-2.202108	-2.719173	-2.873668	-1.398677	-0.051657	-2.201688	-0.389440	-2.647703	-0.233740	-2.521274	-0.175511	-1.747972	-0.976065	-0.306024	-3.068617	-0.821751	-0.678318	-1.621302	-0.087894	-2.966145	-0.340944	-1.018940	-3.124176	-1.629071	-0.600302	-1.842132	-0.567171	-0.088358	-0.741412	-0.418990	-2.808076	-1.135701	-0.564624	-2.775699	-1.470296	-1.223770	-1.050233	-1.641941	-2.174488	-0.157651	-2.642213	-2.420846	-1.401266	-0.080425	-0.729649	-0.803853	-2.330920	-2.320239	-1.090426	-1.884706	-0.259904	-2.722577	-0.349804	-0.104120	-3.045350	-1.128037	-1.252016	-3.123183	-2.634585	-1.999284	-1.697906	-2.615655	-2.838963	
-1.914486	-2.220122	-2.974619	-2.628189	-2.507235	-2.418520	-1.444308	-2.158659	-0.986845	-1.585334	-2.167523	-1.886371	-1.181610	-2.985440	-1.156816	-3.027593	-1.256581	-0.422956	-0.502650	-0.647402	-0.220693	-0.009002	-1.293564	-2.050656	-0.540261	-1.575525	-1.199760	-0.348024	-2.439539	-0.031918	-2.800134	-1.297577	-2.327653	-0.619900	-2.151998	-2.556929	-1.864907	-2.810955	-1.681565	-2.154733	-2.260812	-1.595058	-1.177914	-2.334671	-1.434383	-0.050632	-2.096032	-2.767143	-0.088752	-1.700673	-1.583812	-3.026833	-2.403583	-1.257555	-3.015639	-0.072869	-3.122036	-2.746855	-2.582883	-1.823742	-3.115434	-0.533630	-0.128942	-1.590703	-2.732164	-0.857717	-2.212062	-2.132603	-1.587951	-2.824124	-2.147060	-2.310129	-1.540601	-0.568010	-1.176356	-1.856851	-0.156258	-0.574374	-2.229307	-0.798059	-1.589245	-2.705343	-2.822288	-0.192076	-2.937651	-3.013693	-2.901954	-2.038426	-1.864530	-2.809166	-0.441741	-1.029095	-1.375646	-1.232471	-1.928778	-1.622514	-1.803236	-3.047184	-1.621181	-2.721819	
-0.172658	-2.334786	-2.557656	-2.921416	-0.231287	-2.080253	-1.237388	-1.287486	-2.120790	-1.483807	-2.632433	-2.948946	-1.223852	-1.939164	-0.748467	-3.120874	-1.482527	-2.988630	-1.430876	-1.828303	-1.476520	-2.016248	-0.982002	-2.460439	-0.762666	-1.060658	-0.910050	-1.457831	-2.800008	-2.321961	-0.470966	-1.285865	-2.610041	-1.732866	-0.180577	-0.208180	-0.354815	-1.751519	-1.621721	-2.126477	-1.672733	-1.791946	-0.822106	-3.017884	-2.370150	-1.488644	-2.118494	-0.297034	-0.076317	-1.303983	-0.642585	-1.373646	-1.911755	-1.773954	-2.011164	-0.894958	-0.573313	-0.593916	-2.174912	-2.565318	-2.527541	-1.495198	-0.250981	-0.261505	-2.687667	-1.296799	-2.176025	-1.760591	-3.099399	-0.634307	-1.131068	-1.136968	-1.056887	-2.431475	-1.168710	-3.065214	-1.801766	-3.018520	-2.721985	-2.993549	-3.067611	-2.760556	-0.905212	-0.414037	-1.489310	-2.066103	-2.536881	-2.582464	-0.348919	-0.915854	-2.567810	-2.903496	-1.495890	-0.488582	-3.010247	-0.056284	-0.375665	-0.646396	-0.565626	-1.934673	
-1.971183	-0.839594	-0.818205	-3.084686	-0.478858	-0.862277	-2.252604	-2.281911	-2.263929	-1.919995	-2.713025	-0.099827	-2.257501	-3.024503	-1.176897	-0.864985	-1.655453	-2.168922	-0.257083	-0.551703	-1.939166	-0.154672	-2.181207	-2.994846	-1.293718	-0.712168	-2.886029	-2.770584	-1.050009	-0.405556	-0.592104	-2.903873	-2.449503	-1.120279	-0.298126	-2.337140	-0.481701	-0.769731	-1.945265	-2.041771	-0.251127	-2.408267	-2.143871	-2.903115	-1.287152	-1.042827	-3.010878	-2.905119	-1.645185	-3.035201	-2.341838	-0.199151	-1.622407	-2.764023	-1.258862	-0.372723	-1.017002	-1.832909	-0.577572	-1.751014	-1.066630	-0.985096	-1.804965	-1.903965	-1.255443	-1.770043	-0.590228	-2.386751	-0.831060	-1.182676	-3.091245	-0.481606	-2.410615	-2.741181	-1.193923	-0.492421	-0.417461	-1.508274	-1.198350	-1.824209	-1.401554	-2.269378	-0.424924	-2.003942	-0.976662	-2.364222	-0.047328	-3.138638	-1.372108	-2.527186	-1.654714	-1.925793	-0.608298	-1.595619	-1.182365	-2.805148	-0.203139	-0.314272	-1.871688	-3.001745	
-1.467266	-0.953035	-2.450313	-1.432735	-0.062086	-2.088998	-2.882148	-0.513560	-0.474772	-1.808795	-3.058218	-1.374001	-0.401845	-1.466731	-0.362016	-0.790653	-1.402562	-2.289029	-3.033377	-1.405909	-1.632900	-2.181956	-2.835798	-1.537745	-2.678978	-1.492027	-2.120030	-2.102057	-0.529959	-1.671540	-1.777643	-1.489503	-1.004556	-3.066907	-2.849038	-1.783724	-2.505342	-0.473073	-1.455470	-1.094866	-2.654340	-2.235680	-3.008192	-2.008378	-2.637726	-2.998186	-1.597718	-0.166375	-1.952325	-0.927331	-2.420961	-0.498470	-0.481394	-1.774400	-1.941575	-3.134503	-0.209429	-1.551858	-0.976701	-0.978090	-2.857342	-1.541041	-0.818955	-0.384797	-0.554103	-2.572700	-1.570138	-2.495495	-1.362051	-0.461111	-0.221027	-1.026003	-2.698027	-1.724681	-2.636787	-1.574013	-0.392772	-2.890476	-1.241107	-2.292778	-2.986177	-2.973387	-1.065080	-2.143882	-2.934533	-1.549664	-0.861210	-0.392527	-2.344216	-1.014776	-1.215336	-1.717472	-0.461367	-2.582908	-2.807163	-1.878326	-1.114422	-1.986170	-2.739236	-0.879905	
-0.274864	-0.718735	-3.075391	-2.025965	-1.425272	-1.096148	-1.313274	-0.087429	-2.142855	-1.800312	-1.220659	-2.682494	-0.366208	-0.935830	-0.069564	-2.265521	-2.651995	-3.038209	-2.110792	-0.443914	-1.100032	-2.252811	-0.432874	-2.607875	-0.280020	-1.429686	-2.155553	-0.706544	-2.612505	-0.520688	-2.370134	-1.652428	-0.473632	-0.578580	-0.345603	-2.019935	-2.087075	-0.941941	-0.968456	-1.761756	-2.232948	-2.070793	-0.303790	-0.230202	-2.035531	-2.264972	-1.629864	-2.786400	-0.432221	-1.583708	-0.293232	-0.603012	-0.793917	-1.979356	-0.797539	-1.422553	-1.458432	-0.588879	-1.083789	-0.621330	-0.634562	-0.974131	-0.614752	-3.026573	-1.812256	-1.566021	-0.984925	-1.651357	-1.832568	-2.102747	-2.687023	-0.438703	-0.497881	-2.482431	-0.626850	-2.603251	-2.626695	-2.844508	-3.096904	-0.094708	-2.198069	-0.950307	-0.014495	-0.051903	-2.489640	-2.700760	-2.124408	-2.999868	-2.804687	-0.228207	-0.709354	-1.692961	-1.979291	-2.927862	-1.930293	-0.373489	-0.210209	-2.479435	-1.685229	-1.401611	
