0.000000e+00	2.220104e-07	
3.832991e-02	2.376853e-07	
7.665982e-02	2.759362e-07	
1.149897e-01	2.379053e-07	
1.533196e-01	1.312867e-07	
1.916496e-01	5.970822e-08	
2.299795e-01	-7.319414e-08	
2.683094e-01	-1.341508e-07	
3.066393e-01	-1.417439e-07	
3.449692e-01	-1.616972e-07	
3.832991e-01	-6.713268e-08	
4.216290e-01	-6.407288e-08	
4.599589e-01	-2.112498e-09	
4.982888e-01	3.010500e-08	
5.366188e-01	6.173844e-09	
5.749487e-01	5.979153e-08	
6.132786e-01	-3.582522e-09	
6.516085e-01	1.022442e-08	
6.899384e-01	-4.337694e-08	
7.282683e-01	-1.147009e-07	
7.665982e-01	-1.296185e-07	
8.049281e-01	-1.896264e-07	
8.432580e-01	-1.463125e-07	
8.815880e-01	-9.043061e-08	
9.199179e-01	-3.903428e-08	
9.582478e-01	7.806047e-08	
9.965777e-01	7.931459e-08	
1.034908e+00	1.166503e-07	
1.073238e+00	8.205476e-08	
1.111567e+00	2.475773e-09	
1.149897e+00	-9.734883e-09	
1.188227e+00	-1.297384e-07	
1.226557e+00	-1.438053e-07	
1.264887e+00	-2.242135e-07	
1.303217e+00	-2.729463e-07	
1.341547e+00	-2.629785e-07	
1.379877e+00	-2.902802e-07	
1.418207e+00	-1.984741e-07	
1.456537e+00	-1.266005e-07	
1.494867e+00	-4.015526e-08	
1.533196e+00	6.301641e-08	
1.571526e+00	4.693775e-08	
1.609856e+00	5.707031e-08	
1.648186e+00	-1.675802e-08	
1.686516e+00	-1.131115e-07	
1.724846e+00	-1.426303e-07	
1.763176e+00	-2.452252e-07	
1.801506e+00	-1.979687e-07	
1.839836e+00	-2.059794e-07	
1.878166e+00	-1.527014e-07	
1.916496e+00	-6.563416e-08	
1.954825e+00	-4.928893e-08	
1.993155e+00	4.722228e-08	
2.031485e+00	3.348744e-08	
2.069815e+00	3.186575e-08	
2.108145e+00	9.947873e-09	
2.146475e+00	-8.492730e-08	
2.184805e+00	-1.139392e-07	
2.223135e+00	-1.964473e-07	
2.261465e+00	-2.252552e-07	
2.299795e+00	-1.830309e-07	
2.338125e+00	-1.768248e-07	
2.376454e+00	-3.942848e-08	
2.414784e+00	1.559516e-08	
2.453114e+00	1.150743e-07	
2.491444e+00	1.832671e-07	
2.529774e+00	1.422762e-07	
