4.882368	0.217487	0.367203	2.137194	1.373377	-11.249881	1.588120	8.000000	
4.893696	-0.904038	0.360496	2.631006	2.405685	-10.322034	1.685678	8.000000	
2.824943	0.298403	0.884543	1.226510	1.986042	-12.088315	1.005640	8.000000	
2.943389	-0.960029	-0.604369	1.355121	2.974189	-10.614060	1.305367	8.000000	
2.324949	-0.634596	-0.910446	3.049910	0.196722	-7.968582	1.177498	8.000000	
0.164262	0.221739	-0.335767	0.336875	2.262587	-9.211550	1.196837	8.000000	
1.291029	0.090228	-0.549961	0.636234	1.827789	-9.903755	0.966084	8.000000	
2.845269	-0.426066	-0.707297	0.250277	2.653105	-8.637582	1.580115	8.000000	
5.331749	-0.974970	0.485357	1.863407	0.175554	-12.181214	0.289582	8.000000	
4.931646	-0.487652	0.235015	0.633694	0.821081	-7.999266	0.743051	8.000000	
1.789342	0.584821	-0.277413	0.711806	0.568128	-9.444230	1.960832	8.000000	
0.072521	-0.120925	0.737327	1.802361	0.589506	-9.595900	1.964465	8.000000	
5.387335	0.878733	-0.535189	1.229493	2.274440	-10.152092	1.734220	8.000000	
1.882251	0.611142	0.754331	0.382074	1.581962	-10.547287	1.215731	8.000000	
3.405756	-0.342238	0.130032	0.764329	2.843230	-10.882856	1.181670	8.000000	
5.871380	0.867777	0.627316	1.770783	1.816813	-8.429363	1.134932	8.000000	
2.253426	-0.745485	0.874833	0.058747	2.294007	-12.256527	1.333697	8.000000	
1.415255	0.888045	0.644695	1.237398	2.508787	-9.565574	1.544639	8.000000	
5.016914	0.792246	-0.808878	1.524473	0.635601	-10.012081	1.513202	8.000000	
1.696257	0.418026	-0.042171	1.408965	2.619173	-9.966655	0.417223	8.000000	
2.901057	0.676395	-0.638104	0.438983	0.876216	-8.475885	1.107931	8.000000	
5.384763	-0.919334	-0.362884	2.957831	1.594243	-11.326621	1.878999	8.000000	
5.273763	0.847136	-0.919789	0.151359	0.446711	-13.056798	0.299268	8.000000	
0.484888	0.861251	0.684013	1.076233	0.404233	-11.712949	0.165631	8.000000	
3.036299	0.138665	-0.946635	0.169153	2.448567	-8.869954	1.551204	8.000000	
4.054366	0.193267	-0.463773	0.580993	1.154546	-7.072231	1.192666	8.000000	
5.737276	-0.873911	-0.959215	2.718089	0.240070	-7.116029	0.918755	8.000000	
5.373975	-0.643276	0.621063	0.032403	2.240647	-8.574117	0.842056	8.000000	
6.186737	0.280923	-0.247471	0.083927	2.451072	-10.193669	0.802406	8.000000	
1.733740	0.881796	0.978373	2.204336	2.177874	-8.784748	1.175609	8.000000	
0.842560	0.249144	0.781375	0.264617	2.044544	-10.490713	1.434862	8.000000	
6.254918	-0.043130	0.841232	0.804123	0.998093	-11.922292	0.829078	8.000000	
6.267201	0.461981	0.496473	1.518445	2.857313	-12.498025	0.711353	8.000000	
5.130509	0.005865	0.479233	1.583282	3.014233	-10.171806	1.351659	8.000000	
0.529499	-0.627141	-0.938346	3.112891	1.545956	-9.103271	1.305695	8.000000	
0.511845	-0.412072	-0.141166	0.038287	1.207867	-10.287202	0.123406	8.000000	
3.379228	0.302367	0.415677	1.089888	1.598085	-13.340642	0.853736	8.000000	
1.697201	-0.247625	-0.527676	1.558401	1.175874	-8.852710	0.505226	8.000000	
5.506290	0.581802	0.427825	0.651121	2.611827	-8.212041	0.027166	8.000000	
5.963444	0.291166	-0.904104	1.534354	1.739799	-9.182272	0.351667	8.000000	
4.350112	-0.951646	-0.235293	1.038240	2.338018	-8.251867	1.232016	8.000000	
0.277566	0.750229	-0.796968	2.967777	1.127471	-11.690752	0.291643	8.000000	
2.045344	-0.197688	-0.823453	1.782662	0.759307	-9.021286	1.884196	8.000000	
2.176397	-0.762911	0.511766	2.341099	1.328030	-7.960650	0.359655	8.000000	
2.833166	-0.004007	0.201966	0.752826	1.679033	-7.202413	0.435220	8.000000	
1.870003	0.549366	-0.814711	0.691913	3.071658	-10.189502	1.554827	8.000000	
3.785267	-0.391230	0.855334	0.935074	2.543718	-8.147468	0.835319	8.000000	
4.568912	0.954103	-0.568971	2.714483	0.275934	-9.598088	0.755845	8.000000	
2.965291	0.796083	0.333081	0.613594	2.828500	-12.276825	1.194591	8.000000	
2.165159	-0.758526	0.766132	2.161390	0.490601	-11.066854	0.976065	8.000000	
3.362975	0.415229	-0.819121	1.222759	2.802396	-9.719493	0.664894	8.000000	
4.732167	-0.102626	-0.040495	2.454761	2.373955	-10.782803	1.180078	8.000000	
2.656207	0.154002	0.271213	2.299726	2.690593	-7.100405	0.881458	8.000000	
3.437356	0.011092	0.339766	0.875891	3.136677	-11.651060	1.168829	8.000000	
0.787555	0.790506	-0.359287	1.227231	1.094535	-8.301101	0.826648	8.000000	
4.750752	-0.646648	-0.402486	0.187203	1.971979	-7.646190	0.780286	8.000000	
3.648646	-0.274653	0.719473	3.096824	2.523150	-7.096397	1.319007	8.000000	
2.802196	-0.767048	0.364416	1.028238	2.678779	-8.308616	0.732946	8.000000	
1.782790	-0.490859	0.268824	0.115737	2.993421	-12.063804	1.363858	8.000000	
5.951442	0.640286	-0.463848	1.718282	2.997170	-7.093254	0.116618	8.000000	
2.224714	0.721907	-0.380252	2.792689	0.881167	-11.998714	1.343501	8.000000	
4.527149	0.048229	0.432299	0.946402	1.181097	-8.018388	0.074047	8.000000	
2.232367	-0.100785	-0.707287	1.325015	1.995453	-8.225177	1.879114	8.000000	
6.271798	-0.057570	0.007634	1.222519	0.877832	-8.300025	1.392395	8.000000	
2.833813	-0.004292	-0.955291	2.502552	0.431846	-8.379640	1.365251	8.000000	
3.943503	0.544796	-0.915142	2.208384	2.945382	-7.941923	0.606492	8.000000	
2.241763	0.398197	0.469465	1.603783	2.777463	-9.845567	1.231113	8.000000	
4.706275	0.059411	-0.423113	1.214535	2.337617	-12.310750	0.464547	8.000000	
3.872583	-0.563257	0.064851	0.837973	1.564307	-7.977665	0.575474	8.000000	
1.257884	-0.882811	-0.172679	2.236037	1.477546	-12.644594	1.149337	8.000000	
0.908009	0.511196	-0.046235	2.778324	2.431232	-7.823032	1.365769	8.000000	
5.551855	0.185405	0.994196	1.009478	2.609369	-12.027842	1.924933	8.000000	
4.870517	-0.012380	0.374867	2.782227	0.220634	-9.882472	1.606616	8.000000	
1.756899	-0.359515	-0.927856	2.935465	0.633112	-11.236029	1.802209	8.000000	
3.668355	0.841674	0.915786	0.011845	0.740158	-11.391790	1.462830	8.000000	
5.422287	-0.341513	0.065453	0.516909	0.359566	-11.513757	0.373725	8.000000	
1.471608	0.271792	-0.138126	0.440562	1.442194	-8.398757	0.648507	8.000000	
2.935203	0.796847	0.485278	1.130591	0.933498	-7.425415	1.019041	8.000000	
3.541974	0.925748	-0.978584	1.789179	0.567222	-10.613262	1.205096	8.000000	
0.507858	0.787769	-0.512183	2.196981	1.461905	-7.933500	0.056090	8.000000	
5.248963	-0.120899	-0.787259	3.110601	1.212670	-6.883849	1.106843	8.000000	
4.687282	-0.903705	0.483084	1.361591	0.802607	-11.919735	0.833854	8.000000	
6.168315	0.544349	-0.138735	1.820620	1.915648	-9.359464	1.112175	8.000000	
4.274550	0.381973	0.468779	1.983744	2.728350	-12.565329	0.287203	8.000000	
1.165316	0.986402	-0.750109	2.638001	3.063643	-12.550573	0.421561	8.000000	
4.696629	-0.339635	-0.129023	0.509945	2.131032	-10.949625	1.790575	8.000000	
3.233545	-0.286513	0.188900	2.233521	0.237110	-9.701415	0.968653	8.000000	
4.509271	0.871006	0.718860	1.698467	1.563715	-9.618390	0.351426	8.000000	
2.889409	-0.120271	0.254963	0.733075	0.793496	-11.222258	0.212681	8.000000	
3.730968	-0.730760	-0.767163	2.868994	1.469512	-7.511626	1.819930	8.000000	
3.318247	0.600309	-0.708602	2.240826	2.988483	-11.830693	0.350568	8.000000	
0.822435	-0.812712	0.473342	0.560018	3.104930	-10.111352	1.902090	8.000000	
4.686792	-0.400715	-0.323229	2.916570	1.908200	-9.139032	0.274964	8.000000	
0.874880	-0.163102	-0.496332	2.556129	1.127261	-9.150543	0.319103	8.000000	
5.444566	0.409849	0.898442	2.762364	1.975879	-10.539181	1.287954	8.000000	
3.014128	0.609456	-0.967672	2.913942	2.010963	-11.750841	1.073181	8.000000	
1.375837	0.936921	0.235814	1.716915	1.211003	-8.982397	1.459765	8.000000	
1.122278	0.799538	-0.087259	2.398779	0.869591	-8.207427	1.139948	8.000000	
3.808603	0.724846	-0.375798	0.698682	2.406649	-11.442252	1.228404	8.000000	
5.604302	0.762228	0.444726	0.007104	1.972310	-9.474905	1.983128	8.000000	
