0.000000e+00	2.820128e-07	
3.832991e-02	6.038538e-08	
7.665982e-02	2.792119e-07	
1.149897e-01	6.841024e-08	
1.533196e-01	2.396844e-07	
1.916496e-01	4.639908e-08	
2.299795e-01	-2.522799e-07	
2.683094e-01	-2.819206e-07	
3.066393e-01	-2.885781e-08	
3.449692e-01	-1.286434e-07	
3.832991e-01	-3.177037e-07	
4.216290e-01	-1.173441e-07	
4.599589e-01	-8.010131e-08	
4.982888e-01	4.635155e-08	
5.366188e-01	-7.100527e-08	
5.749487e-01	-9.476677e-09	
6.132786e-01	8.901407e-08	
6.516085e-01	7.876860e-08	
6.899384e-01	4.112006e-08	
7.282683e-01	-2.329865e-07	
7.665982e-01	-1.899011e-07	
8.049281e-01	-1.971441e-07	
8.432580e-01	-1.876411e-07	
8.815880e-01	-1.821443e-07	
9.199179e-01	-7.294773e-09	
9.582478e-01	2.755195e-07	
9.965777e-01	2.238045e-07	
1.034908e+00	2.457561e-07	
1.073238e+00	8.653151e-08	
1.111567e+00	-7.297449e-08	
1.149897e+00	-1.299954e-07	
1.188227e+00	-1.960699e-07	
1.226557e+00	-1.863445e-07	
1.264887e+00	-2.685250e-07	
1.303217e+00	-3.036232e-07	
1.341547e+00	-3.017430e-07	
1.379877e+00	-2.095962e-07	
1.418207e+00	-1.859848e-07	
1.456537e+00	-5.718263e-08	
1.494867e+00	-8.255556e-08	
1.533196e+00	3.914981e-07	
1.571526e+00	1.793712e-08	
1.609856e+00	1.472027e-07	
1.648186e+00	-1.469304e-08	
1.686516e+00	-2.404646e-08	
1.724846e+00	-1.990372e-07	
1.763176e+00	-4.608890e-07	
1.801506e+00	-3.001587e-07	
1.839836e+00	-2.504813e-07	
1.878166e+00	-7.310574e-08	
1.916496e+00	1.103371e-07	
1.954825e+00	1.682371e-08	
1.993155e+00	8.199435e-08	
2.031485e+00	-1.481804e-08	
2.069815e+00	-6.404045e-08	
2.108145e+00	-7.337964e-08	
2.146475e+00	-9.071337e-08	
2.184805e+00	-9.974684e-08	
2.223135e+00	-3.087487e-07	
